idx	word	raw	pos	infl	lookup	parent	deri	idk	js
112.12	tuqutesaghaghtuuq#V	tuqutesaghaghtuuq	V	[Ind.Intr]^[3Sg]		112	#NAME?		{}
112.13	tuqutevzightuuq#V	tuqutevzightuuq	V	[Ind.Intr]^[3Sg]		112	__zigh(V__)		{}
112.14	tuqusaghqaaq#N	tuqusaghqaaq	N	[Abs.Sg]		112	@~fyaghqagh(V__)		{}
112.15	tuqusugtuuq#V	tuqusugtuuq	V	[Ind.Intr]^[3Sg]		112	@~fyug(V__)		{}
112.16	tuqusimaaq#V	tuqusimaaq	V	[Ind.Intr]^[3Sg]		112	@~:(i/u)ma(V__)		{}
112.17	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.18	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.19	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.2	tuqutiiq#V	tuqutiiq	V	[Ind.Intr]^[3Sg]		112	~i(V__)		{}
112.21	tuqunnaanghituuq#V	tuqunnaanghituuq	V	[Ind.Intr]^[3Sg]		112	@~fnaanghite(V__)		{}
112.22	tuqunnaaq#V	tuqunnaaq	V	[Ind.Intr]^[3Sg]		112	@~fna(V__)		{}
112.23	tuqunnaaq#V	tuqunnaaq	V	[Ind.Intr]^[3Sg]		112	@~fna(V__)		{}
112.24	tuququghtuuq#V	tuququghtuuq	V	[Ind.Intr]^[3Sg]		112	@qugh(V__)		{}
112.25	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.26	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.27	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.28	tuqutkaquuq#V	tuqutkaquuq	V	[Ind.Intr]^[3Sg]		112	@~_(g)kaqe(V__)		{}
112.29	tuqutkaqenghituuq#V	tuqutkaqenghituuq	V	[Ind.Intr]^[3Sg]		112.28	@__ghite(V__)		{}
112.3	tuqutkaqenghituuq#V	tuqutkaqenghituuq	V	[Ind.Intr]^[3Sg]		112.28	@__ghite(V__)		{}
									
113	piniquuq#V	piniquuq	V	[Ind.Intr]^[3Sg]					{}
113.1	piniqenghituuq#V	piniqenghituuq	V	[Ind.Intr]^[3Sg]		113	@__ghite(V__)		{}
113.2	piniqenghituuq#V	piniqenghituuq	V	[Ind.Intr]^[3Sg]		113	@__ghite(V__)		{}
113.3	piniqenghituuq#V	piniqenghituuq	V	[Ind.Intr]^[3Sg]		113	@__ghite(V__)		{}
									
114	ingaghtuuq#V	ingaghtuuq	V	[Ind.Intr]^[3Sg]					{}
114.1	ingaghtekaaguuq#V	ingaghtekaaguuq	V	[Ind.Intr]^[3Sg]		114	@~_(g)kau(V__)		{}
114.2	ingaghtegkaaq#N	ingaghtegkaaq	N	[Abs.Sg]		114	@~_(g)kagh(V__)		{}
114.3	ingaghtegkaaq#N	ingaghtegkaaq	N	[Abs.Sg]		114	@~_(g)kagh(V__)		{}
114.4	ingaghtiiq#V	ingaghtiiq	V	[Ind.Intr]^[3Sg]		114	~i(V__)		{}
114.5	ingaghsimaaq#V	ingaghsimaaq	V	[Ind.Intr]^[3Sg]		114	@~:(i/u)ma(V__)		{}
114.6	ingaghllequuq#V	ingaghllequuq	V	[Ind.Intr]^[3Sg]		114	@lleqe(V__)		{}
114.7	ingaghhmiquuq#V	ingaghhmiquuq	V	[Ind.Intr]^[3Sg]		114	@~fmiqe(CmpdVbl)		{}
114.8	ingaghhnaaghtuuq#V	ingaghhnaaghtuuq	V	[Ind.Intr]^[3Sg]		114	@~fnaagh(V__)		{}
114.9	ingaghhneghituuq#V	ingaghhneghituuq	V	[Ind.Intr]^[3Sg]		114	@__ghite(V__)		{}
114.1	ingaghhragkiightuuq#V	ingaghhragkiightuuq	V	[Ind.Intr]^[3Sg]		114	@~f__agkiigh(V__)		{}
114.11	ingaghtesaghaghtuuq#V	ingaghtesaghaghtuuq	V	[Ind.Intr]^[3Sg]		114	#NAME?		{}
114.12	ingaghtesnanightuuq#V	ingaghtesnanightuuq	V	[Ind.Intr]^[3Sg]		114	+(te)snanigh(CmpdVbl)		{}
114.13	ingaghtutuuq#V	ingaghtutuuq	V	[Ind.Intr]^[3Sg]		114	@~:(u)te(V__)		{}
114.14	ingaghfiik#N	ingaghfiik	N	[Abs.Sg]		114	@~fvig(V__)		{}
114.15	ingaghhmiquuq#V	ingaghhmiquuq	V	[Ind.Intr]^[3Sg]		114	@~fmiqe(CmpdVbl)		{}
114.16	ingaghfiik#N	ingaghfiik	N	[Abs.Sg]		114	@~fvig(V__)		{}
114.17	ingaghllequuq#V	ingaghllequuq	V	[Ind.Intr]^[3Sg]		114	@lleqe(V__)		{}
114.18	ingaghhnaquuq#V	ingaghhnaquuq	V	[Ind.Intr]^[3Sg]		114	@~fnaqe(V__)		{}
114.19	ingaghsugtuuq#V	ingaghsugtuuq	V	[Ind.Intr]^[3Sg]		114	@~fyug(V__)		{}
114.2	ingaghtegkaaq#N	ingaghtegkaaq	N	[Abs.Sg]		114	@~_(g)kagh(V__)		{}
114.21	ingaghtegkaaq#N	ingaghtegkaaq	N	[Abs.Sg]		114	@~_(g)kagh(V__)		{}
									
115	laagtuuq#V	laagtuuq	V	[Ind.Intr]^[3Sg]					{}
115.1	laakaaq#N	laakaaq	N	[Abs.Sg]		115	@~_(g)kagh(V__)		{}
115.2	laakiinaghtuuq#V	laakiinaghtuuq	V	[Ind.Intr]^[3Sg]		115	__iinagh(V__)		{}
115.3	laagyaghqaq#N	laagyaghqaq	N	[Abs.Sg]		115	@~fyaghqagh(V__)		{}
115.4	laagnaanghituuq#V	laagnaanghituuq	V	[Ind.Intr]^[3Sg]		115	@~fnaanghite(V__)		{}
									
116	ayghightuuq#V	ayghightuuq	V	[Ind.Intr]^[3Sg]					{}
116.1	ayghiqaaq#N	ayghiqaaq	N	[Abs.Sg]		116	@~_(g)kagh(V__)		{}
									
117	liituuq#V	liituuq	V	[Ind.Intr]^[3Sg]					{}
117.1	liitkaquuq#V	liitkaquuq	V	[Ind.Intr]^[3Sg]		117	@~_(g)kaqe(V__)		{}
117.2	liitkaquuq#V	liitkaquuq	V	[Ind.Intr]^[3Sg]		117	@~_(g)kaqe(V__)		{}
117.3	liisaaghaghtuuq#V	liisaaghaghtuuq	V	[Ind.Intr]^[3Sg]		117	@~fyaaghagh(V__)		{}
									
118	aghulaaq#V	aghulaaq	V	[Ind.Intr]^[3Sg]					{}
118.1	aghulakayuuk#N	aghulakayuuk	N	[Abs.Sg]		118	~__ayug(V__)		{}
118.2	aghulakayuuk#N	aghulakayuuk	N	[Abs.Sg]		118	~__ayug(V__)		{}
118.3	aghulaviik#N	aghulaviik	N	[Abs.Sg]		118	@~fvig(V__)		{}
118.4	aghulayugtuuq#V	aghulayugtuuq	V	[Ind.Intr]^[3Sg]		118	@~fyug(V__)		{}
									
119	aqfaatuuq#V	aqfaatuuq	V	[Ind.Intr]^[3Sg]					{}
119.1	aqfaatkayugwuuq#V	aqfaatkayugwuuq	V	[Ind.Intr]^[3Sg]		119	@~_(g)kayugu(V__)		{}
119.2	aqfaatkayugwuuq#V	aqfaatkayugwuuq	V	[Ind.Intr]^[3Sg]		119	@~_(g)kayugu(V__)		{}
119.3	aqfaatkayugwughtuuq#V	aqfaatkayugwughtuuq	V	[Ind.Intr]^[3Sg]		119	@~_(g)kayugughte(V__)		{}
119.4	aqfaatkayugwughtuuq#V	aqfaatkayugwughtuuq	V	[Ind.Intr]^[3Sg]		119	@~_(g)kayugughte(V__)		{}
119.5	aqfaatepagtuuq#V	aqfaatepagtuuq	V	[Ind.Intr]^[3Sg]		119	#NAME?		{}
									
120	pugimaghtuuq#V	pugimaghtuuq	V	[Ind.Intr]^[3Sg]					{}
120.1	pugimaqayugwuuq#V	pugimaqayugwuuq	V	[Ind.Intr]^[3Sg]		120	@~_(g)kayugu(V__)		{}
									
121	ilagaghtuuq#V	ilagaghtuuq	V	[Ind.Intr]^[3Sg]					{}
121.1	ilagaqayugwuuq#V	ilagaqayugwuuq	V	[Ind.Intr]^[3Sg]		121	@~_(g)kayugu(V__)		{}
121.2	ilagaghyuneghtuuq#V	ilagaghyuneghtuuq	V	[Ind.Intr]^[3Sg]		121	@~fyuneghtu(V__)		{}
									
122	estamat#N	estamat	N	[Abs.Sg]					{}
122.1	estamagneq#N	estamagneq	N	[Abs.Sg]		122	__negh(NUM__)		{}
									
123	tallimat#N	tallimat	N	[Abs.Sg]					{}
123.1	tallimagneq#N	tallimagneq	N	[Abs.Sg]		123	__negh(NUM__)		{}
									
124	maklaak#N	maklaak	N	[Abs.Sg]					{}
124.1	makliiguuq#V	makliiguuq	V	[Ind.Intr]^[3Sg]		124	___i(N__)		{}
									
125	ayveq#N	ayveq	N	[Abs.Sg]					{}
125.1	ayviiguuq#V	ayviiguuq	V	[Ind.Intr]^[3Sg]		125	___i(N__)		{}
125.2	ayveghniightuuq#V	ayveghniightuuq	V	[Ind.Intr]^[3Sg]		125	@~fniigh(N__)		{}
125.3	ayveghsaghtughtuuq#V	ayveghsaghtughtuuq	V	[Ind.Intr]^[3Sg]		125	#NAME?		{}
125.4	ayveghtughtuuq#V	ayveghtughtuuq	V	[Ind.Intr]^[3Sg]		125	#NAME?		{}
125.5	ayveghyaghtuuq#V	ayveghyaghtuuq	V	[Ind.Intr]^[3Sg]		125	@~fyagh(N__)		{}
									
126	iflaaq#V	iflaaq	V	[Ind.Intr]^[3Sg]					{}
126.1	ifliiguuq#V	ifliiguuq	V	[Ind.Intr]^[3Sg]		126	~i(V__)		{}
126.2	iflalaghatuuq#V	iflalaghatuuq	V	[Ind.Intr]^[3Sg]		126	~f__aghate(V__)		{}
126.3	ifliiguuq#V	ifliiguuq	V	[Ind.Intr]^[3Sg]		126	~i(V__)		{}
									
127	sikungightuuq#V	sikungightuuq	V	[Ind.Intr]^[3Sg]					{}
127.1	sikungighiiq#V	sikungighiiq	V	[Ind.Intr]^[3Sg]		127	~i(V__)		{}
127.2	sikungiimaaq#V	sikungiimaaq	V	[Ind.Intr]^[3Sg]		127	@~:(i/u)ma(V__)		{}
									
128	umegtuuq#V	umegtuuq	V	[Ind.Intr]^[3Sg]					{}
128.1	uumgiiq#V	uumgiiq	V	[Ind.Intr]^[3Sg]		128	~i(V__)		{}
128.2	umesighwaaghtuuq#V	umesighwaaghtuuq	V	[Ind.Intr]^[3Sg]		128	__ighwaagh(V__)		{}
128.3	umesighwaaghtuuq#V	umesighwaaghtuuq	V	[Ind.Intr]^[3Sg]		128	__ighwaagh(V__)		{}
128.4	uumgumaaq#V	uumgumaaq	V	[Ind.Intr]^[3Sg]		128	@~:(i/u)ma(V__)		{}
128.5	uumgiiq#V	uumgiiq	V	[Ind.Intr]^[3Sg]		128	~i(V__)		{}
									
129	keniiq#N	keniiq	N	[Abs.Sg]					{}
129.1	kenightuuq#V	kenightuuq	V	[Ind.Intr]^[3Sg]		129	___gh(N__)		{}
									
130	nateq#N	nateq	N	[Abs.Sg]					{}
130.1	natightuuq#V	natightuuq	V	[Ind.Intr]^[3Sg]		130	___gh(N__)		{}
									
131	aaghtuuq#V	aaghtuuq	V	[Ind.Intr]^[3Sg]					{}
131.1	aaghtiiraaghtuuq#V	aaghtiiraaghtuuq	V	[Ind.Intr]^[3Sg]		131	~fiiraagh(V__)		{}
131.2	aaghhneghlluuk#N	aaghhneghlluuk	N	[Abs.Sg]		131	@~f__eghllug(V__)		{}
									
132	agaghtuuq#V	agaghtuuq	V	[Ind.Intr]^[3Sg]					{}
132.1	agaghtiiraaghtuuq#V	agaghtiiraaghtuuq	V	[Ind.Intr]^[3Sg]		132	~fiiraagh(V__)		{}
									
133	kayaalquuq#V	kayaalquuq	V	[Ind.Intr]^[3Sg]					{}
133.1	kayaalqiiraaghtuuq#V	kayaalqiiraaghtuuq	V	[Ind.Intr]^[3Sg]		133	~fiiraagh(V__)		{}
133.2	kayaalqiiraaghutuuq#V	kayaalqiiraaghutuuq	V	[Ind.Intr]^[3Sg]		133.1	@~:(u)te(V__)		{}
									
134	kiyaghtuuq#V	kiyaghtuuq	V	[Ind.Intr]^[3Sg]					{}
134.1	kiyaghsimaaq#V	kiyaghsimaaq	V	[Ind.Intr]^[3Sg]		134	@~:(i/u)ma(V__)		{}
134.2	kiyaghtelgutuuq#V	kiyaghtelgutuuq	V	[Ind.Intr]^[3Sg]		134	__gute(V__)		{}
134.3	kiyaghhnaqlaataghtuuq#V	kiyaghhnaqlaataghtuuq	V	[Ind.Intr]^[3Sg]		134	@~fnaqlaatagh(V__)		{}
134.4	kiyaghsuneghtuuq#V	kiyaghsuneghtuuq	V	[Ind.Intr]^[3Sg]		134	@~fyuneghtu(V__)		{}
134.5	kiyaghsimaaq#V	kiyaghsimaaq	V	[Ind.Intr]^[3Sg]		134	@~:(i/u)ma(V__)		{}
134.6	kiyaghtaaq#N	kiyaghtaaq	N	[Abs.Sg]		134	#NAME?		{}
134.7	kiyaghtelgusaghqaaguuq#V	kiyaghtelgusaghqaaguuq	V	[Ind.Intr]^[3Sg]		134.6	@~fyaghqaa(V__)		{}
134.8	kiyaghtelgusaghqaanghituuq#V	kiyaghtelgusaghqaanghituuq	V	[Ind.Intr]^[3Sg]		134.7	@__ghite(V__)		{}
									
135	malighqutaghtuuq#V	malighqutaghtuuq	V	[Ind.Intr]^[3Sg]					{}
135.1	malighqutaama#N	malighqutaama	N	[Abs.Sg]		135	@~:(i/u)ma(V__)		{}
									
136	nalugtuuq#V	nalugtuuq	V	[Ind.Intr]^[3Sg]					{}
136.1	naluguma#N	naluguma	N	[Abs.Sg]		136	@~:(i/u)ma(V__)		{}
136.2	nalugviik#N	nalugviik	N	[Abs.Sg]		136	@~fvig(V__)		{}
									
137	iightuuq#V	iightuuq	V	[Ind.Intr]^[3Sg]					{}
137.1	iighumanginaghtuuq#V	iighumanginaghtuuq	V	[Ind.Intr]^[3Sg]		137	@~:(i/u)manginagh(V__)		{}
137.2	iighumanginaghtuuq#V	iighumanginaghtuuq	V	[Ind.Intr]^[3Sg]		137	@~:(i/u)manginagh(V__)		{}
137.3	iighumanginaghtuuq#V	iighumanginaghtuuq	V	[Ind.Intr]^[3Sg]		137	@~:(i/u)manginagh(V__)		{}
137.4	iighumanginaghtuuq#V	iighumanginaghtuuq	V	[Ind.Intr]^[3Sg]		137	@~:(i/u)manginagh(V__)		{}
									
138	ghhuta#N	ghhuta	N	[Abs.Sg]					{}
138.1	ghhukaghaaq#N	ghhukaghaaq	N	[Abs.Sg]		138	@kaghagh(N__)		{}
									
139	keluta#N	keluta	N	[Abs.Sg]					{}
139.1	kelukaghaaq#N	kelukaghaaq	N	[Abs.Sg]		139	@kaghagh(N__)		{}
									
140	anighquta#N	anighquta	N	[Abs.Sg]					{}
140.1	anighqukaghaaq#N	anighqukaghaaq	N	[Abs.Sg]		140	@kaghagh(N__)		{}
									
141	atalguta#N	atalguta	N	[Abs.Sg]					{}
141.1	atalgukaghaaq#N	atalgukaghaaq	N	[Abs.Sg]		141	@kaghagh(N__)		{}
									
142	naa#N	naa	N	[Abs.Sg]					{}
142.1	naakaghqaq#N	naakaghqaq	N	[Abs.Sg]		142	~__aghqagh(N__)		{}
142.2	naakuuq#V	naakuuq	V	[Ind.Intr]^[3Sg]		142	~__e(N__)		{}
142.3	naanguuq#V	naanguuq	V	[Ind.Intr]^[3Sg]		142	~:(ng)u(N__)		{}
142.4	naakuuq#V	naakuuq	V	[Ind.Intr]^[3Sg]		142	~__e(N__)		{}
142.5	naalaak#N	naalaak	N	[Abs.Sg]		142	__eg(N__)		{}
									
143	ata#N	ata	N	[Abs.Sg]					{}
143.1	atakaghqaq#N	atakaghqaq	N	[Abs.Sg]		143	~__aghqagh(N__)		{}
143.2	atanguuq#V	atanguuq	V	[Ind.Intr]^[3Sg]		143	~:(ng)u(N__)		{}
143.3	atanguuq#V	atanguuq	V	[Ind.Intr]^[3Sg]		143	~:(ng)u(N__)		{}
									
144	na#N	na	N	[Abs.Sg]					{}
144.1	nekaghqaaq#N	nekaghqaaq	N	[Abs.Sg]		144	~__aghqagh(N__)		{}
144.2	nelguun#N	nelguun	N	[Abs.Sg]		144	__gute(N__)		{}
144.3	neliituuq#V	neliituuq	V	[Ind.Intr]^[3Sg]		144	__iite(N__)		{}
144.4	nelliquuq#V	nelliquuq	V	[Ind.Intr]^[3Sg]		144	__liqe(N__)		{}
144.5	nengiighhaaq#N	nengiighhaaq	N	[Abs.Sg]		144	~fngiighhagh*(N__)		{}
144.6	nenguuq#V	nenguuq	V	[Ind.Intr]^[3Sg]		144	~:(ng)u(N__)		{}
									
145	akma#DEM.ADV	akma	DEM.ADV						{}
145.1	akmakaghtaaq#N	akmakaghtaaq	N	[Abs.Sg]		145	#NAME?		{}
145.2	akmakeghtaaq#N	akmakeghtaaq	N	[Abs.Sg]		145	#NAME?		{}
									
146	qula#N	qula	N	[Abs.Sg]					{}
146.1	quulkaghtuuq#V	quulkaghtuuq	V	[Ind.Intr]^[3Sg]		146	~__aghte(N__)		{}
									
147	qafsina#N	qafsina	N	[Abs.Sg]					{}
147.1	qafsinakaghtuuq#V	qafsinakaghtuuq	V	[Ind.Intr]^[3Sg]		147	~__aghte(N__)		{}
									
148	ighlegtuuq#V	ighlegtuuq	V	[Ind.Intr]^[3Sg]					{}
148.1	ighlekanightuuq#V	ighlekanightuuq	V	[Ind.Intr]^[3Sg]		148	~__anigh(V__)		{}
148.2	ighlegtuuq#V	ighlegtuuq	V	[Ind.Intr]^[3Sg]		148	#NAME?		{}
148.3	ighlegtuqaaq#N	ighlegtuqaaq	N	[Abs.Sg]		148	#NAME?		{}
									
149	itghutuuq#V	itghutuuq	V	[Ind.Intr]^[3Sg]					{}
149.1	itghutkanightuuq#V	itghutkanightuuq	V	[Ind.Intr]^[3Sg]		149	~__anigh(V__)		{}
									
150	atkugkaaq#N	atkugkaaq	N	[Abs.Sg]					{}
									
151	angyaghqaaq#N	angyaghqaaq	N	[Abs.Sg]					{}
									
152	kakiiq#V	kakiiq	V	[Ind.Intr]^[3Sg]					{}
152.1	kakikataghaghtuuq#V	kakikataghaghtuuq	V	[Ind.Intr]^[3Sg]		152	~__ataghagh(V__)		{}
152.2	kakiqraghtuuq#V	kakiqraghtuuq	V	[Ind.Intr]^[3Sg]		152	__ragh(V__)		{}
152.3	kakisaagtuuq#V	kakisaagtuuq	V	[Ind.Intr]^[3Sg]		152	__aag(V__)		{}
152.4	kakivagtuuq#V	kakivagtuuq	V	[Ind.Intr]^[3Sg]		152	~f__ag(V__)		{}
152.5	kakivziightuuq#V	kakivziightuuq	V	[Ind.Intr]^[3Sg]		152	__ziigh(V__)		{}
152.6	kakiyaagtuuq#V	kakiyaagtuuq	V	[Ind.Intr]^[3Sg]		152	@~f__aag(V__)		{}
152.7	kakiyiituuq#V	kakiyiituuq	V	[Ind.Intr]^[3Sg]		152	@~f__iite(V__)		{}
152.8	kakiyuqaaq#N	kakiyuqaaq	N	[Abs.Sg]		152	@~f__uqagh(V__)		{}
152.9	kakisquuq#V	kakisquuq	V	[Ind.Intr]^[3Sg]		152	~sf:(e)sqe(CmpdVbl)		{}
									
153	kamek#N	kamek	N	[Abs.Sg]					{}
153.1	kaamkuuq#V	kaamkuuq	V	[Ind.Intr]^[3Sg]		153	~__e(N__)		{}
153.2	kaamkegtaaq#N	kaamkegtaaq	N	[Abs.Sg]		153	~__egtagh(N__)		{}
153.3	kamellaak#N	kamellaak	N	[Abs.Sg]		153	__laag(N__)		{}
153.4	kamellegaaq#N	kamellegaaq	N	[Abs.Sg]		153	__legagh*(N__)		{}
153.5	kameraaq#N	kameraaq	N	[Abs.Sg]		153	__aagh(N__)		{}
153.6	kamegyugtuuq#V	kamegyugtuuq	V	[Ind.Intr]^[3Sg]		153	@~fyug(N__)		{}
153.7	kaamguuq#V	kaamguuq	V	[Ind.Intr]^[3Sg]		153	~:(ng)u(N__)		{}
									
154	inglu#N	inglu	N	[Abs.Sg]					{}
154.1	inglukuuq#V	inglukuuq	V	[Ind.Intr]^[3Sg]		154	~__e(N__)		{}
									
155	imaaq#N	imaaq	N	[Abs.Sg]					{}
155.1	imaquuq#V	imaquuq	V	[Ind.Intr]^[3Sg]		155	~__e(N__)		{}
155.2	imaghtuuq#V	imaghtuuq	V	[Ind.Intr]^[3Sg]		155	#NAME?		{}
									
156	paniik#N	paniik	N	[Abs.Sg]					{}
156.1	panikuuq#V	panikuuq	V	[Ind.Intr]^[3Sg]		156	~__e(N__)		{}
156.2	panilguuq#V	panilguuq	V	[Ind.Intr]^[3Sg]		156	__gu(N__)		{}
156.3	panigiituuq#V	panigiituuq	V	[Ind.Intr]^[3Sg]		156	~:(ng)i:ghute(N__)		{}
156.4	panigituuq#V	panigituuq	V	[Ind.Intr]^[3Sg]		156	~:(ng)ite(N__)		{}
156.5	panilek#N	panilek	N	[Abs.Sg]		156	__eg(N__)		{}
									
157	apalluuq#N	apalluuq	N	[Abs.Sg]					{}
157.1	apalluquuq#V	apalluquuq	V	[Ind.Intr]^[3Sg]		157	~__e(N__)		{}
									
158	algumaaq#V	algumaaq	V	[Ind.Intr]^[3Sg]					{}
158.1	algumakuuq#V	algumakuuq	V	[Ind.Intr]^[3Sg]		158	~__e(EMO__)		{}
									
159	ugi#N	ugi	N	[Abs.Sg]					{}
159.1	ugikegtaaq#N	ugikegtaaq	N	[Abs.Sg]		159	~__egtagh(N__)		{}
159.2	ugikenghhaaq#N	ugikenghhaaq	N	[Abs.Sg]		159	~__enghhagh*(N__)		{}
159.3	ugingiituuq#V	ugingiituuq	V	[Ind.Intr]^[3Sg]		159	~:(ng)i:ghute(N__)		{}
159.4	ugingituuq#V	ugingituuq	V	[Ind.Intr]^[3Sg]		159	~:(ng)ite(N__)		{}
159.5	ugingituuq#V	ugingituuq	V	[Ind.Intr]^[3Sg]		159	~:(ng)ite(N__)		{}
159.6	ugingilnguuq#N	ugingilnguuq	N	[Abs.Sg]		159.5	@ngugh(V__)		{}
									
160	singiik#N	singiik	N	[Abs.Sg]					{}
160.1	singikegtuuq#V	singikegtuuq	V	[Ind.Intr]^[3Sg]		160	~__egte(N__)		{}
									
161	iya#N	iya	N	[Abs.Sg]					{}
161.1	iiskegtuuq#V	iiskegtuuq	V	[Ind.Intr]^[3Sg]		161	~__egte(N__)		{}
161.2	iyelluuk#N	iyelluuk	N	[Abs.Sg]		161	__lug(N__)		{}
161.3	iiyngiighhaaq#N	iiyngiighhaaq	N	[Abs.Sg]		161	~fngiighhagh*(N__)		{}
161.4	iyesqullgaaq#N	iyesqullgaaq	N	[Abs.Sg]		161	__qullgagh(N__)		{}
161.5	iiynguuq#V	iiynguuq	V	[Ind.Intr]^[3Sg]		161	~:(ng)u(N__)		{}
									
162	alinguuq#V	alinguuq	V	[Ind.Intr]^[3Sg]					{}
162.1	alingketaghtuuq#V	alingketaghtuuq	V	[Ind.Intr]^[3Sg]		162	~__etagh(EMO__)		{}
162.2	alingepigtuuq#V	alingepigtuuq	V	[Ind.Intr]^[3Sg]		162	__igte(V__)		{}
162.3	alingutkuuq#V	alingutkuuq	V	[Ind.Intr]^[3Sg]		162	@~:(u)tke(V__)		{}
									
163	kakavuuq#V	kakavuuq	V	[Ind.Intr]^[3Sg]					{}
163.1	kakafketaghtuuq#V	kakafketaghtuuq	V	[Ind.Intr]^[3Sg]		163	~__etagh(EMO__)		{}
									
164	kemek#N	kemek	N	[Abs.Sg]					{}
164.1	kemekraak#N	kemekraak	N	[Abs.Sg]		164	__rag(N__)		{}
164.2	kemgightuuq#V	kemgightuuq	V	[Ind.Intr]^[3Sg]		164	~:(ng)igh(N__)		{}
									
165	tagneq#N	tagneq	N	[Abs.Sg]					{}
165.1	tagneqraak#N	tagneqraak	N	[Abs.Sg]		165	__rag(N__)		{}
165.2	tagneqraaq#N	tagneqraaq	N	[Abs.Sg]		165	__ragh(N__)		{}
165.3	tagneghtutkaaq#V	tagneghtutkaaq	V	[Ind.Intr]^[3Sg]		165	#NAME?		{}
165.4	tagneghtutkaaq#V	tagneghtutkaaq	V	[Ind.Intr]^[3Sg]		165	#NAME?		{}
									
166	pi#N	pi	N	[Abs.Sg]					{}
166.1	piksagwutuuq#V	piksagwutuuq	V	[Ind.Intr]^[3Sg]		166	__sagute(N__)		{}
166.2	piliituuq#V	piliituuq	V	[Ind.Intr]^[3Sg]		166	__iite(N__)		{}
									
167	aglaghtuuq#V	aglaghtuuq	V	[Ind.Intr]^[3Sg]					{}
167.1	aglaqusiightuuq#V	aglaqusiightuuq	V	[Ind.Intr]^[3Sg]		167	__usiigh(V__)		{}
167.2	aglaghnaaq#V	aglaghnaaq	V	[Ind.Intr]^[3Sg]		167	@~fna(V__)		{}
167.3	aglaghnaaq#V	aglaghnaaq	V	[Ind.Intr]^[3Sg]		167	@~fna(V__)		{}
167.4	aglanaaq#N	aglanaaq	N	[Abs.Sg]		167	@~f__egh(V__)		{}
167.5	aglanghhaaq#N	aglanghhaaq	N	[Abs.Sg]		167	@__ghhagh(V__)		{}
167.6	aglaghtuutuuq#V	aglaghtuutuuq	V	[Ind.Intr]^[3Sg]		167	~(q/t)uute(V__)		{}
167.7	aglaghyaghtughtuuq#V	aglaghyaghtughtuuq	V	[Ind.Intr]^[3Sg]		167	@~fyaghtugh(V__)		{}
167.8	aglaghnaquuq#V	aglaghnaquuq	V	[Ind.Intr]^[3Sg]		167	@~fnaqe(V__)		{}
167.9	aglaghyaghtughtuuq#V	aglaghyaghtughtuuq	V	[Ind.Intr]^[3Sg]		167	@~fyaghtugh(V__)		{}
167.1	aglaghnaquqngam#V	aglaghnaquqngam	V	[Ind.Intr]^[3Sg]		167.9	#NAME?		{}
									
168	tunuuq#N	tunuuq	N	[Abs.Sg]					{}
168.1	tunuquvinghaaq#N	tunuquvinghaaq	N	[Abs.Sg]		168	__uvinghagh(N__)		{}
									
169	uquuq#N	uquuq	N	[Abs.Sg]					{}
169.1	uqughqwaaq#N	uqughqwaaq	N	[Abs.Sg]		169	#NAME?		{}
169.2	uqughqwaaq#N	uqughqwaaq	N	[Abs.Sg]		169	#NAME?		{}
169.3	uqulghutaaq#N	uqulghutaaq	N	[Abs.Sg]		169	__ghutagh(N__)		{}
169.4	uqiisagtuuq#V	uqiisagtuuq	V	[Ind.Intr]^[3Sg]		169	~:(ng)isag(N__)		{}
									
170	kufilleq#N	kufilleq	N	[Abs.Sg]					{}
170.1	kufilleghqwaaq#N	kufilleghqwaaq	N	[Abs.Sg]		170	#NAME?		{}
									
171	kemekraak#N	kemekraak	N	[Abs.Sg]					{}
171.1	kemekragkwaaq#N	kemekragkwaaq	N	[Abs.Sg]		171	#NAME?		{}
									
172	tuquuq#V	tuquuq	V	[Ind.Intr]^[3Sg]					{}
172.1	tuqulaghatuuq#V	tuqulaghatuuq	V	[Ind.Intr]^[3Sg]		172	~f__aghate(V__)		{}
172.2	tuqunaghtuuq#V	tuqunaghtuuq	V	[Ind.Intr]^[3Sg]		172	@~fnagh(V__)		{}
172.3	tuqunaanghituuq#V	tuqunaanghituuq	V	[Ind.Intr]^[3Sg]		172	@~fnaanghite(V__)		{}
172.4	tuquyugtuuq#V	tuquyugtuuq	V	[Ind.Intr]^[3Sg]		172	@~fyug(V__)		{}
172.5	tuqulaghaskaaguuq#V	tuqulaghaskaaguuq	V	[Ind.Intr]^[3Sg]		172.4	@~_(g)kau(V__)		{}
172.6	tuqulaghaskaaguuq#V	tuqulaghaskaaguuq	V	[Ind.Intr]^[3Sg]		172.4	@~_(g)kau(V__)		{}
									
